ship_type,fuel_type,engine_type,consumption,year
O,LNG,ME-LGI,60.0,2026
O,LPG,ME-C,90.0,2026
O,LPG,ME-GI,80.0,2026
O,LPG,ME-LGI,70.0,2026
O,MeOH,ME-C,0.0,2026
O,MeOH,ME-GI,0.0,2026
O,MeOH,ME-LGI,0.0,2026
O,NH3,ME-C,0.0,2026
O,NH3,ME-GI,0.0,2026
O,NH3,ME-LGI,0.0,2026
O,RefPO,ME-C,1080.0,2026
O,RefPO,ME-GI,990.0,2026
O,RefPO,ME-LGI,900.0,2026
O,H2,ME-C,0.0,2026
O,H2,ME-GI,0.0,2026
O,H2,ME-LGI,0.0,2026
C,Oil,ME-C,1350.0,2027
C,Oil,ME-GI,1260.0,2027
C,Oil,ME-LGI,1170.0,2027
C,LNG,ME-C,100.0,2027
C,LNG,ME-GI,90.0,2027
C,LNG,ME-LGI,80.0,2027
C,LPG,ME-C,130.0,2027
C,LPG,ME-GI,120.0,2027
C,LPG,ME-LGI,110.0,2027
C,MeOH,ME-C,0.0,2027
C,MeOH,ME-GI,0.0,2027
C,MeOH,ME-LGI,0.0,2027
C,NH3,ME-C,0.0,2027
C,NH3,ME-GI,0.0,2027
C,NH3,ME-LGI,0.0,2027
C,RefPO,ME-C,1350.0,2027
C,RefPO,ME-GI,1260.0,2027
C,RefPO,ME-LGI,1170.0,2027
C,H2,ME-C,0.0,2027
C,H2,ME-GI,0.0,2027
C,H2,ME-LGI,0.0,2027
T,Oil,ME-C,1620.0,2027
T,Oil,ME-GI,1530.0,2027
T,Oil,ME-LGI,1440.0,2027
T,LNG,ME-C,140.0,2027
T,LNG,ME-GI,130.0,2027
T,LNG,ME-LGI,120.0,2027
T,LPG,ME-C,150.0,2027
T,LPG,ME-GI,140.0,2027
T,LPG,ME-LGI,130.0,2027
T,MeOH,ME-C,0.0,2027
T,MeOH,ME-GI,0.0,2027
T,MeOH,ME-LGI,0.0,2027
T,NH3,ME-C,0.0,2027
T,NH3,ME-GI,0.0,2027
T,NH3,ME-LGI,0.0,2027
T,RefPO,ME-C,1530.0,2027
T,RefPO,ME-GI,1440.0,2027
T,RefPO,ME-LGI,1350.0,2027
T,H2,ME-C,0.0,2027
T,H2,ME-GI,0.0,2027
T,H2,ME-LGI,0.0,2027
B,Oil,ME-C,1800.0,2027
B,Oil,ME-GI,1710.0,2027
B,Oil,ME-LGI,1620.0,2027
B,LNG,ME-C,170.0,2027
B,LNG,ME-GI,160.0,2027
B,LNG,ME-LGI,150.0,2027
B,LPG,ME-C,170.0,2027
B,LPG,ME-GI,160.0,2027
B,LPG,ME-LGI,150.0,2027
B,MeOH,ME-C,0.0,2027
B,MeOH,ME-GI,0.0,2027
B,MeOH,ME-LGI,0.0,2027
B,NH3,ME-C,0.0,2027
B,NH3,ME-GI,0.0,2027
B,NH3,ME-LGI,0.0,2027
B,RefPO,ME-C,1710.0,2027
B,RefPO,ME-GI,1620.0,2027
B,RefPO,ME-LGI,1530.0,2027
B,H2,ME-C,0.0,2027
B,H2,ME-GI,0.0,2027
B,H2,ME-LGI,0.0,2027
G,Oil,ME-C,1530.0,2027
G,Oil,ME-GI,1440.0,2027
G,Oil,ME-LGI,1350.0,2027
G,LNG,ME-C,117.0,2027
G,LNG,ME-GI,108.0,2027
G,LNG,ME-LGI,99.0,2027
G,LPG,ME-C,140.0,2027
G,LPG,ME-GI,130.0,2027
G,LPG,ME-LGI,120.0,2027
G,MeOH,ME-C,0.0,2027
G,MeOH,ME-GI,0.0,2027
G,MeOH,ME-LGI,0.0,2027
G,NH3,ME-C,0.0,2027
G,NH3,ME-GI,0.0,2027
G,NH3,ME-LGI,0.0,2027
G,RefPO,ME-C,1440.0,2027
G,RefPO,ME-GI,1350.0,2027
G,RefPO,ME-LGI,1260.0,2027
G,H2,ME-C,0.0,2027
G,H2,ME-GI,0.0,2027
G,H2,ME-LGI,0.0,2027
O,Oil,ME-C,900.0,2027
O,Oil,ME-GI,810.0,2027
O,Oil,ME-LGI,720.0,2027
O,LNG,ME-C,80.0,2027
O,LNG,ME-GI,70.0,2027
O,LNG,ME-LGI,60.0,2027
O,LPG,ME-C,90.0,2027
O,LPG,ME-GI,80.0,2027
O,LPG,ME-LGI,70.0,2027
O,MeOH,ME-C,0.0,2027
O,MeOH,ME-GI,0.0,2027
O,MeOH,ME-LGI,0.0,2027
O,NH3,ME-C,0.0,2027
O,NH3,ME-GI,0.0,2027
O,NH3,ME-LGI,0.0,2027
O,RefPO,ME-C,1080.0,2027
O,RefPO,ME-GI,990.0,2027
O,RefPO,ME-LGI,900.0,2027
O,H2,ME-C,0.0,2027
O,H2,ME-GI,0.0,2027
O,H2,ME-LGI,0.0,2027
C,Oil,ME-C,1350.0,2028
C,Oil,ME-GI,1260.0,2028
C,Oil,ME-LGI,1170.0,2028
C,LNG,ME-C,100.0,2028
C,LNG,ME-GI,90.0,2028
C,LNG,ME-LGI,80.0,2028
C,LPG,ME-C,130.0,2028
C,LPG,ME-GI,120.0,2028
C,LPG,ME-LGI,110.0,2028
C,MeOH,ME-C,0.0,2028
C,MeOH,ME-GI,0.0,2028
C,MeOH,ME-LGI,0.0,2028
C,NH3,ME-C,0.0,2028
C,NH3,ME-GI,0.0,2028
C,NH3,ME-LGI,0.0,2028
C,RefPO,ME-C,1350.0,2028
C,RefPO,ME-GI,1260.0,2028
C,RefPO,ME-LGI,1170.0,2028
C,H2,ME-C,0.0,2028
C,H2,ME-GI,0.0,2028
C,H2,ME-LGI,0.0,2028
T,Oil,ME-C,1620.0,2028
T,Oil,ME-GI,1530.0,2028
T,Oil,ME-LGI,1440.0,2028
T,LNG,ME-C,140.0,2028
T,LNG,ME-GI,130.0,2028
T,LNG,ME-LGI,120.0,2028
T,LPG,ME-C,150.0,2028
T,LPG,ME-GI,140.0,2028
T,LPG,ME-LGI,130.0,2028
T,MeOH,ME-C,0.0,2028
T,MeOH,ME-GI,0.0,2028
T,MeOH,ME-LGI,0.0,2028
T,NH3,ME-C,0.0,2028
T,NH3,ME-GI,0.0,2028
T,NH3,ME-LGI,0.0,2028
T,RefPO,ME-C,1530.0,2028
T,RefPO,ME-GI,1440.0,2028
T,RefPO,ME-LGI,1350.0,2028
T,H2,ME-C,0.0,2028
T,H2,ME-GI,0.0,2028
T,H2,ME-LGI,0.0,2028
B,Oil,ME-C,1800.0,2028
B,Oil,ME-GI,1710.0,2028
B,Oil,ME-LGI,1620.0,2028
B,LNG,ME-C,170.0,2028
B,LNG,ME-GI,160.0,2028
B,LNG,ME-LGI,150.0,2028
B,LPG,ME-C,170.0,2028
B,LPG,ME-GI,160.0,2028
B,LPG,ME-LGI,150.0,2028
B,MeOH,ME-C,0.0,2028
B,MeOH,ME-GI,0.0,2028
B,MeOH,ME-LGI,0.0,2028
B,NH3,ME-C,0.0,2028
B,NH3,ME-GI,0.0,2028
B,NH3,ME-LGI,0.0,2028
B,RefPO,ME-C,1710.0,2028
B,RefPO,ME-GI,1620.0,2028
B,RefPO,ME-LGI,1530.0,2028
B,H2,ME-C,0.0,2028
B,H2,ME-GI,0.0,2028
B,H2,ME-LGI,0.0,2028
G,Oil,ME-C,1530.0,2028
G,Oil,ME-GI,1440.0,2028
G,Oil,ME-LGI,1350.0,2028
G,LNG,ME-C,117.0,2028
G,LNG,ME-GI,108.0,2028
G,LNG,ME-LGI,99.0,2028
G,LPG,ME-C,140.0,2028
G,LPG,ME-GI,130.0,2028
G,LPG,ME-LGI,120.0,2028
G,MeOH,ME-C,0.0,2028
G,MeOH,ME-GI,0.0,2028
G,MeOH,ME-LGI,0.0,2028
G,NH3,ME-C,0.0,2028
G,NH3,ME-GI,0.0,2028
G,NH3,ME-LGI,0.0,2028
G,RefPO,ME-C,1440.0,2028
G,RefPO,ME-GI,1350.0,2028
G,RefPO,ME-LGI,1260.0,2028
G,H2,ME-C,0.0,2028
G,H2,ME-GI,0.0,2028
G,H2,ME-LGI,0.0,2028
O,Oil,ME-C,900.0,2028
O,Oil,ME-GI,810.0,2028
O,Oil,ME-LGI,720.0,2028
O,LNG,ME-C,80.0,2028
O,LNG,ME-GI,70.0,2028
O,LNG,ME-LGI,60.0,2028
O,LPG,ME-C,90.0,2028
O,LPG,ME-GI,80.0,2028
O,LPG,ME-LGI,70.0,2028
O,MeOH,ME-C,0.0,2028
O,MeOH,ME-GI,0.0,2028
O,MeOH,ME-LGI,0.0,2028
O,NH3,ME-C,0.0,2028
O,NH3,ME-GI,0.0,2028
O,NH3,ME-LGI,0.0,2028
O,RefPO,ME-C,1080.0,2028
O,RefPO,ME-GI,990.0,2028
O,RefPO,ME-LGI,900.0,2028
O,H2,ME-C,0.0,2028
O,H2,ME-GI,0.0,2028
O,H2,ME-LGI,0.0,2028
C,Oil,ME-C,1350.0,2029
C,Oil,ME-GI,1260.0,2029
C,Oil,ME-LGI,1170.0,2029
C,LNG,ME-C,100.0,2029
C,LNG,ME-GI,90.0,2029
C,LNG,ME-LGI,80.0,2029
C,LPG,ME-C,130.0,2029
C,LPG,ME-GI,120.0,2029
C,LPG,ME-LGI,110.0,2029
C,MeOH,ME-C,0.0,2029
C,MeOH,ME-GI,0.0,2029
C,MeOH,ME-LGI,0.0,2029
C,NH3,ME-C,0.0,2029
C,NH3,ME-GI,0.0,2029
C,NH3,ME-LGI,0.0,2029
C,RefPO,ME-C,1350.0,2029
C,RefPO,ME-GI,1260.0,2029
C,RefPO,ME-LGI,1170.0,2029
C,H2,ME-C,0.0,2029
C,H2,ME-GI,0.0,2029
C,H2,ME-LGI,0.0,2029
T,Oil,ME-C,1620.0,2029
T,Oil,ME-GI,1530.0,2029
T,Oil,ME-LGI,1440.0,2029
T,LNG,ME-C,140.0,2029
T,LNG,ME-GI,130.0,2029
T,LNG,ME-LGI,120.0,2029
T,LPG,ME-C,150.0,2029
T,LPG,ME-GI,140.0,2029
T,LPG,ME-LGI,130.0,2029
T,MeOH,ME-C,0.0,2029
T,MeOH,ME-GI,0.0,2029
T,MeOH,ME-LGI,0.0,2029
T,NH3,ME-C,0.0,2029
T,NH3,ME-GI,0.0,2029
T,NH3,ME-LGI,0.0,2029
T,RefPO,ME-C,1530.0,2029
T,RefPO,ME-GI,1440.0,2029
T,RefPO,ME-LGI,1350.0,2029
T,H2,ME-C,0.0,2029
T,H2,ME-GI,0.0,2029
T,H2,ME-LGI,0.0,2029
B,Oil,ME-C,1800.0,2029
B,Oil,ME-GI,1710.0,2029
B,Oil,ME-LGI,1620.0,2029
B,LNG,ME-C,170.0,2029
B,LNG,ME-GI,160.0,2029
B,LNG,ME-LGI,150.0,2029
B,LPG,ME-C,170.0,2029
B,LPG,ME-GI,160.0,2029
B,LPG,ME-LGI,150.0,2029
B,MeOH,ME-C,0.0,2029
B,MeOH,ME-GI,0.0,2029
B,MeOH,ME-LGI,0.0,2029
B,NH3,ME-C,0.0,2029
B,NH3,ME-GI,0.0,2029
B,NH3,ME-LGI,0.0,2029
B,RefPO,ME-C,1710.0,2029
B,RefPO,ME-GI,1620.0,2029
B,RefPO,ME-LGI,1530.0,2029
B,H2,ME-C,0.0,2029
B,H2,ME-GI,0.0,2029
B,H2,ME-LGI,0.0,2029
G,Oil,ME-C,1530.0,2029
G,Oil,ME-GI,1440.0,2029
G,Oil,ME-LGI,1350.0,2029
G,LNG,ME-C,117.0,2029
G,LNG,ME-GI,108.0,2029
G,LNG,ME-LGI,99.0,2029
G,LPG,ME-C,140.0,2029
G,LPG,ME-GI,130.0,2029
G,LPG,ME-LGI,120.0,2029
G,MeOH,ME-C,0.0,2029
G,MeOH,ME-GI,0.0,2029
G,MeOH,ME-LGI,0.0,2029
G,NH3,ME-C,0.0,2029
G,NH3,ME-GI,0.0,2029
G,NH3,ME-LGI,0.0,2029
G,RefPO,ME-C,1440.0,2029
G,RefPO,ME-GI,1350.0,2029
G,RefPO,ME-LGI,1260.0,2029
G,H2,ME-C,0.0,2029
G,H2,ME-GI,0.0,2029
G,H2,ME-LGI,0.0,2029
O,Oil,ME-C,900.0,2029
O,Oil,ME-GI,810.0,2029
O,Oil,ME-LGI,720.0,2029
O,LNG,ME-C,80.0,2029
O,LNG,ME-GI,70.0,2029
O,LNG,ME-LGI,60.0,2029
O,LPG,ME-C,90.0,2029
O,LPG,ME-GI,80.0,2029
O,LPG,ME-LGI,70.0,2029
O,MeOH,ME-C,0.0,2029
O,MeOH,ME-GI,0.0,2029
O,MeOH,ME-LGI,0.0,2029
O,NH3,ME-C,0.0,2029
O,NH3,ME-GI,0.0,2029
O,NH3,ME-LGI,0.0,2029
O,RefPO,ME-C,1080.0,2029
O,RefPO,ME-GI,990.0,2029
O,RefPO,ME-LGI,900.0,2029
O,H2,ME-C,0.0,2029
O,H2,ME-GI,0.0,2029
O,H2,ME-LGI,0.0,2029
C,Oil,ME-C,1200.0,2030
C,Oil,ME-GI,1120.0,2030
C,Oil,ME-LGI,1040.0,2030
C,LNG,ME-C,200.0,2030
C,LNG,ME-GI,180.0,2030
C,LNG,ME-LGI,160.0,2030
C,LPG,ME-C,260.0,2030
C,LPG,ME-GI,240.0,2030
C,LPG,ME-LGI,220.0,2030
C,MeOH,ME-C,0.0,2030
C,MeOH,ME-GI,0.0,2030
C,MeOH,ME-LGI,0.0,2030
C,NH3,ME-C,0.0,2030
C,NH3,ME-GI,0.0,2030
C,NH3,ME-LGI,0.0,2030
C,RefPO,ME-C,1200.0,2030
C,RefPO,ME-GI,1120.0,2030
C,RefPO,ME-LGI,1040.0,2030
C,H2,ME-C,0.0,2030
C,H2,ME-GI,0.0,2030
C,H2,ME-LGI,0.0,2030
T,Oil,ME-C,1440.0,2030
T,Oil,ME-GI,1360.0,2030
T,Oil,ME-LGI,1280.0,2030
T,LNG,ME-C,280.0,2030
T,LNG,ME-GI,260.0,2030
T,LNG,ME-LGI,240.0,2030
T,LPG,ME-C,300.0,2030
T,LPG,ME-GI,280.0,2030
T,LPG,ME-LGI,260.0,2030
T,MeOH,ME-C,0.0,2030
T,MeOH,ME-GI,0.0,2030
T,MeOH,ME-LGI,0.0,2030
T,NH3,ME-C,0.0,2030
T,NH3,ME-GI,0.0,2030
T,NH3,ME-LGI,0.0,2030
T,RefPO,ME-C,1360.0,2030
T,RefPO,ME-GI,1280.0,2030
T,RefPO,ME-LGI,1200.0,2030
T,H2,ME-C,0.0,2030
T,H2,ME-GI,0.0,2030
T,H2,ME-LGI,0.0,2030
B,Oil,ME-C,1600.0,2030
B,Oil,ME-GI,1520.0,2030
B,Oil,ME-LGI,1440.0,2030
B,LNG,ME-C,340.0,2030
B,LNG,ME-GI,320.0,2030
B,LNG,ME-LGI,300.0,2030
B,LPG,ME-C,340.0,2030
B,LPG,ME-GI,320.0,2030
B,LPG,ME-LGI,300.0,2030
B,MeOH,ME-C,0.0,2030
B,MeOH,ME-GI,0.0,2030
B,MeOH,ME-LGI,0.0,2030
B,NH3,ME-C,0.0,2030
B,NH3,ME-GI,0.0,2030
B,NH3,ME-LGI,0.0,2030
B,RefPO,ME-C,1520.0,2030
B,RefPO,ME-GI,1440.0,2030
B,RefPO,ME-LGI,1360.0,2030
B,H2,ME-C,0.0,2030
B,H2,ME-GI,0.0,2030
B,H2,ME-LGI,0.0,2030
G,Oil,ME-C,1360.0,2030
G,Oil,ME-GI,1280.0,2030
G,Oil,ME-LGI,1200.0,2030
G,LNG,ME-C,234.0,2030
G,LNG,ME-GI,216.0,2030
G,LNG,ME-LGI,198.0,2030
G,LPG,ME-C,280.0,2030
G,LPG,ME-GI,260.0,2030
G,LPG,ME-LGI,240.0,2030
G,MeOH,ME-C,0.0,2030
G,MeOH,ME-GI,0.0,2030
G,MeOH,ME-LGI,0.0,2030
G,NH3,ME-C,0.0,2030
G,NH3,ME-GI,0.0,2030
G,NH3,ME-LGI,0.0,2030
G,RefPO,ME-C,1280.0,2030
G,RefPO,ME-GI,1200.0,2030
G,RefPO,ME-LGI,1120.0,2030
G,H2,ME-C,0.0,2030
G,H2,ME-GI,0.0,2030
G,H2,ME-LGI,0.0,2030
O,Oil,ME-C,800.0,2030
O,Oil,ME-GI,720.0,2030
O,Oil,ME-LGI,640.0,2030
O,LNG,ME-C,160.0,2030
O,LNG,ME-GI,140.0,2030
O,LNG,ME-LGI,120.0,2030
O,LPG,ME-C,180.0,2030
O,LPG,ME-GI,160.0,2030
O,LPG,ME-LGI,140.0,2030
O,MeOH,ME-C,0.0,2030
O,MeOH,ME-GI,0.0,2030
O,MeOH,ME-LGI,0.0,2030
O,NH3,ME-C,0.0,2030
O,NH3,ME-GI,0.0,2030
O,NH3,ME-LGI,0.0,2030
O,RefPO,ME-C,960.0,2030
O,RefPO,ME-GI,880.0,2030
O,RefPO,ME-LGI,800.0,2030
O,H2,ME-C,0.0,2030
O,H2,ME-GI,0.0,2030
O,H2,ME-LGI,0.0,2030
C,Oil,ME-C,1200.0,2031
C,Oil,ME-GI,1120.0,2031
C,Oil,ME-LGI,1040.0,2031
C,LNG,ME-C,200.0,2031
C,LNG,ME-GI,180.0,2031
C,LNG,ME-LGI,160.0,2031
C,LPG,ME-C,260.0,2031
C,LPG,ME-GI,240.0,2031
C,LPG,ME-LGI,220.0,2031
C,MeOH,ME-C,0.0,2031
C,MeOH,ME-GI,0.0,2031
C,MeOH,ME-LGI,0.0,2031
C,NH3,ME-C,0.0,2031
C,NH3,ME-GI,0.0,2031
C,NH3,ME-LGI,0.0,2031
C,RefPO,ME-C,1200.0,2031
C,RefPO,ME-GI,1120.0,2031
C,RefPO,ME-LGI,1040.0,2031
C,H2,ME-C,0.0,2031
C,H2,ME-GI,0.0,2031
C,H2,ME-LGI,0.0,2031
T,Oil,ME-C,1440.0,2031
T,Oil,ME-GI,1360.0,2031
T,Oil,ME-LGI,1280.0,2031
T,LNG,ME-C,280.0,2031
T,LNG,ME-GI,260.0,2031
T,LNG,ME-LGI,240.0,2031
T,LPG,ME-C,300.0,2031
T,LPG,ME-GI,280.0,2031
T,LPG,ME-LGI,260.0,2031
T,MeOH,ME-C,0.0,2031
T,MeOH,ME-GI,0.0,2031
T,MeOH,ME-LGI,0.0,2031
T,NH3,ME-C,0.0,2031
T,NH3,ME-GI,0.0,2031
T,NH3,ME-LGI,0.0,2031
T,RefPO,ME-C,1360.0,2031
T,RefPO,ME-GI,1280.0,2031
T,RefPO,ME-LGI,1200.0,2031
T,H2,ME-C,0.0,2031
T,H2,ME-GI,0.0,2031
T,H2,ME-LGI,0.0,2031
B,Oil,ME-C,1600.0,2031
B,Oil,ME-GI,1520.0,2031
B,Oil,ME-LGI,1440.0,2031
B,LNG,ME-C,340.0,2031
B,LNG,ME-GI,320.0,2031
B,LNG,ME-LGI,300.0,2031
B,LPG,ME-C,340.0,2031
B,LPG,ME-GI,320.0,2031
B,LPG,ME-LGI,300.0,2031
B,MeOH,ME-C,0.0,2031
B,MeOH,ME-GI,0.0,2031
B,MeOH,ME-LGI,0.0,2031
B,NH3,ME-C,0.0,2031
B,NH3,ME-GI,0.0,2031
B,NH3,ME-LGI,0.0,2031
B,RefPO,ME-C,1520.0,2031
B,RefPO,ME-GI,1440.0,2031
B,RefPO,ME-LGI,1360.0,2031
B,H2,ME-C,0.0,2031
B,H2,ME-GI,0.0,2031
B,H2,ME-LGI,0.0,2031
G,Oil,ME-C,1360.0,2031
G,Oil,ME-GI,1280.0,2031
G,Oil,ME-LGI,1200.0,2031
G,LNG,ME-C,234.0,2031
G,LNG,ME-GI,216.0,2031
G,LNG,ME-LGI,198.0,2031
G,LPG,ME-C,280.0,2031
G,LPG,ME-GI,260.0,2031
G,LPG,ME-LGI,240.0,2031
G,MeOH,ME-C,0.0,2031
G,MeOH,ME-GI,0.0,2031
G,MeOH,ME-LGI,0.0,2031
G,NH3,ME-C,0.0,2031
G,NH3,ME-GI,0.0,2031
G,NH3,ME-LGI,0.0,2031
G,RefPO,ME-C,1280.0,2031
G,RefPO,ME-GI,1200.0,2031
G,RefPO,ME-LGI,1120.0,2031
G,H2,ME-C,0.0,2031
G,H2,ME-GI,0.0,2031
G,H2,ME-LGI,0.0,2031
O,Oil,ME-C,800.0,2031
O,Oil,ME-GI,720.0,2031
O,Oil,ME-LGI,640.0,2031
O,LNG,ME-C,160.0,2031
O,LNG,ME-GI,140.0,2031
O,LNG,ME-LGI,120.0,2031
O,LPG,ME-C,180.0,2031
O,LPG,ME-GI,160.0,2031
O,LPG,ME-LGI,140.0,2031
O,MeOH,ME-C,0.0,2031
O,MeOH,ME-GI,0.0,2031
O,MeOH,ME-LGI,0.0,2031
O,NH3,ME-C,0.0,2031
O,NH3,ME-GI,0.0,2031
O,NH3,ME-LGI,0.0,2031
O,RefPO,ME-C,960.0,2031
O,RefPO,ME-GI,880.0,2031
O,RefPO,ME-LGI,800.0,2031
O,H2,ME-C,0.0,2031
O,H2,ME-GI,0.0,2031
O,H2,ME-LGI,0.0,2031
C,Oil,ME-C,1200.0,2032
C,Oil,ME-GI,1120.0,2032
C,Oil,ME-LGI,1040.0,2032
C,LNG,ME-C,200.0,2032
C,LNG,ME-GI,180.0,2032
C,LNG,ME-LGI,160.0,2032
C,LPG,ME-C,260.0,2032
C,LPG,ME-GI,240.0,2032
C,LPG,ME-LGI,220.0,2032
C,MeOH,ME-C,0.0,2032
C,MeOH,ME-GI,0.0,2032
C,MeOH,ME-LGI,0.0,2032
C,NH3,ME-C,0.0,2032
C,NH3,ME-GI,0.0,2032
C,NH3,ME-LGI,0.0,2032
C,RefPO,ME-C,1200.0,2032
C,RefPO,ME-GI,1120.0,2032
C,RefPO,ME-LGI,1040.0,2032
C,H2,ME-C,0.0,2032
C,H2,ME-GI,0.0,2032
C,H2,ME-LGI,0.0,2032
T,Oil,ME-C,1440.0,2032
T,Oil,ME-GI,1360.0,2032
T,Oil,ME-LGI,1280.0,2032
T,LNG,ME-C,280.0,2032
T,LNG,ME-GI,260.0,2032
T,LNG,ME-LGI,240.0,2032
T,LPG,ME-C,300.0,2032
T,LPG,ME-GI,280.0,2032
T,LPG,ME-LGI,260.0,2032
T,MeOH,ME-C,0.0,2032
T,MeOH,ME-GI,0.0,2032
T,MeOH,ME-LGI,0.0,2032
T,NH3,ME-C,0.0,2032
T,NH3,ME-GI,0.0,2032
T,NH3,ME-LGI,0.0,2032
T,RefPO,ME-C,1360.0,2032
T,RefPO,ME-GI,1280.0,2032
T,RefPO,ME-LGI,1200.0,2032
T,H2,ME-C,0.0,2032
T,H2,ME-GI,0.0,2032
T,H2,ME-LGI,0.0,2032
B,Oil,ME-C,1600.0,2032
B,Oil,ME-GI,1520.0,2032
B,Oil,ME-LGI,1440.0,2032
B,LNG,ME-C,340.0,2032
B,LNG,ME-GI,320.0,2032
B,LNG,ME-LGI,300.0,2032
B,LPG,ME-C,340.0,2032
B,LPG,ME-GI,320.0,2032
B,LPG,ME-LGI,300.0,2032
B,MeOH,ME-C,0.0,2032
B,MeOH,ME-GI,0.0,2032
B,MeOH,ME-LGI,0.0,2032
B,NH3,ME-C,0.0,2032
B,NH3,ME-GI,0.0,2032
B,NH3,ME-LGI,0.0,2032
B,RefPO,ME-C,1520.0,2032
B,RefPO,ME-GI,1440.0,2032
B,RefPO,ME-LGI,1360.0,2032
B,H2,ME-C,0.0,2032
B,H2,ME-GI,0.0,2032
B,H2,ME-LGI,0.0,2032
G,Oil,ME-C,1360.0,2032
G,Oil,ME-GI,1280.0,2032
G,Oil,ME-LGI,1200.0,2032
G,LNG,ME-C,234.0,2032
G,LNG,ME-GI,216.0,2032
G,LNG,ME-LGI,198.0,2032
G,LPG,ME-C,280.0,2032
G,LPG,ME-GI,260.0,2032
G,LPG,ME-LGI,240.0,2032
G,MeOH,ME-C,0.0,2032
G,MeOH,ME-GI,0.0,2032
G,MeOH,ME-LGI,0.0,2032
G,NH3,ME-C,0.0,2032
G,NH3,ME-GI,0.0,2032
G,NH3,ME-LGI,0.0,2032
G,RefPO,ME-C,1280.0,2032
G,RefPO,ME-GI,1200.0,2032
G,RefPO,ME-LGI,1120.0,2032
G,H2,ME-C,0.0,2032
G,H2,ME-GI,0.0,2032
G,H2,ME-LGI,0.0,2032
O,Oil,ME-C,800.0,2032
O,Oil,ME-GI,720.0,2032
O,Oil,ME-LGI,640.0,2032
O,LNG,ME-C,160.0,2032
O,LNG,ME-GI,140.0,2032
O,LNG,ME-LGI,120.0,2032
O,LPG,ME-C,180.0,2032
O,LPG,ME-GI,160.0,2032
O,LPG,ME-LGI,140.0,2032
O,MeOH,ME-C,0.0,2032
O,MeOH,ME-GI,0.0,2032
O,MeOH,ME-LGI,0.0,2032
O,NH3,ME-C,0.0,2032
O,NH3,ME-GI,0.0,2032
O,NH3,ME-LGI,0.0,2032
O,RefPO,ME-C,960.0,2032
O,RefPO,ME-GI,880.0,2032
O,RefPO,ME-LGI,800.0,2032
O,H2,ME-C,0.0,2032
O,H2,ME-GI,0.0,2032
O,H2,ME-LGI,0.0,2032
C,Oil,ME-C,1200.0,2033
C,Oil,ME-GI,1120.0,2033
C,Oil,ME-LGI,1040.0,2033
C,LNG,ME-C,200.0,2033
C,LNG,ME-GI,180.0,2033
C,LNG,ME-LGI,160.0,2033
C,LPG,ME-C,260.0,2033
C,LPG,ME-GI,240.0,2033
C,LPG,ME-LGI,220.0,2033
C,MeOH,ME-C,0.0,2033
C,MeOH,ME-GI,0.0,2033
C,MeOH,ME-LGI,0.0,2033
C,NH3,ME-C,0.0,2033
C,NH3,ME-GI,0.0,2033
C,NH3,ME-LGI,0.0,2033
C,RefPO,ME-C,1200.0,2033
C,RefPO,ME-GI,1120.0,2033
C,RefPO,ME-LGI,1040.0,2033
C,H2,ME-C,0.0,2033
C,H2,ME-GI,0.0,2033
C,H2,ME-LGI,0.0,2033
T,Oil,ME-C,1440.0,2033
T,Oil,ME-GI,1360.0,2033
T,Oil,ME-LGI,1280.0,2033
T,LNG,ME-C,280.0,2033
T,LNG,ME-GI,260.0,2033
T,LNG,ME-LGI,240.0,2033
T,LPG,ME-C,300.0,2033
T,LPG,ME-GI,280.0,2033
T,LPG,ME-LGI,260.0,2033
T,MeOH,ME-C,0.0,2033
T,MeOH,ME-GI,0.0,2033
T,MeOH,ME-LGI,0.0,2033
T,NH3,ME-C,0.0,2033
T,NH3,ME-GI,0.0,2033
T,NH3,ME-LGI,0.0,2033
T,RefPO,ME-C,1360.0,2033
T,RefPO,ME-GI,1280.0,2033
T,RefPO,ME-LGI,1200.0,2033
T,H2,ME-C,0.0,2033
T,H2,ME-GI,0.0,2033
T,H2,ME-LGI,0.0,2033
B,Oil,ME-C,1600.0,2033
B,Oil,ME-GI,1520.0,2033
B,Oil,ME-LGI,1440.0,2033
B,LNG,ME-C,340.0,2033
B,LNG,ME-GI,320.0,2033
B,LNG,ME-LGI,300.0,2033
B,LPG,ME-C,340.0,2033
B,LPG,ME-GI,320.0,2033
B,LPG,ME-LGI,300.0,2033
B,MeOH,ME-C,0.0,2033
B,MeOH,ME-GI,0.0,2033
B,MeOH,ME-LGI,0.0,2033
B,NH3,ME-C,0.0,2033
B,NH3,ME-GI,0.0,2033
B,NH3,ME-LGI,0.0,2033
B,RefPO,ME-C,1520.0,2033
B,RefPO,ME-GI,1440.0,2033
B,RefPO,ME-LGI,1360.0,2033
B,H2,ME-C,0.0,2033
B,H2,ME-GI,0.0,2033
B,H2,ME-LGI,0.0,2033
G,Oil,ME-C,1360.0,2033
G,Oil,ME-GI,1280.0,2033
G,Oil,ME-LGI,1200.0,2033
G,LNG,ME-C,234.0,2033
G,LNG,ME-GI,216.0,2033
G,LNG,ME-LGI,198.0,2033
G,LPG,ME-C,280.0,2033
G,LPG,ME-GI,260.0,2033
G,LPG,ME-LGI,240.0,2033
G,MeOH,ME-C,0.0,2033
G,MeOH,ME-GI,0.0,2033
G,MeOH,ME-LGI,0.0,2033
